run_id;station_id;ptu_id;utb_id;start;duration;outcome_val;outcome_msg;mongo_id;year_week;year_month;order_id
72;0000BF2D;8;1;2018-11-26 19:48:46;594;0;BS successfully configured calibrated and tested;5bfc4260956c45665f3847cd;2018-48;2018-11;P4_U00001-03
73;0000BF92;5;1;2018-11-27 15:02:31;817;0;BS successfully configured calibrated and tested;5bfd51a9956c45665f38489e;2018-48;2018-11;P4_U00001-03
74;0000BF2C;7;1;2018-11-27 15:58:26;830;0;BS successfully configured calibrated and tested;5bfd5ed0956c45665f384905;2018-48;2018-11;P4_U00001-03
75;0000BF90;7;1;2018-11-27 16:36:31;816;0;BS successfully configured calibrated and tested;5bfd67af956c45665f384946;2018-48;2018-11;P4_U00001-03
76;0000BF71;8;1;2018-11-27 18:51:27;714;0;BS successfully configured calibrated and tested;5bfd86ea956c45665f384a11;2018-48;2018-11;P4_U00001-03
77;0000BF88;5;1;2018-11-27 14:36:46;850;0;BS successfully configured calibrated and tested;5bfd4bc0956c45665f384869;2018-48;2018-11;P4_U00001-03
78;0000BF91;7;1;2018-11-27 15:21:22;805;0;BS successfully configured calibrated and tested;5bfd5607956c45665f3848c6;2018-48;2018-11;P4_U00001-03
79;0000BF21;8;1;2018-11-27 15:58:42;821;0;BS successfully configured calibrated and tested;5bfd5ed8956c45665f38490b;2018-48;2018-11;P4_U00001-03
80;0000BF81;5;1;2018-11-27 16:37:07;592;0;BS successfully configured calibrated and tested;5bfd66f3956c45665f38493f;2018-48;2018-11;P4_U00001-03
81;0000BF14;6;1;2018-11-27 17:04:23;236;201;TxPowLevel Verif, poutDeltaMin Fail! at 905200000 Hz;5bfd6bf3956c45665f384964;2018-48;2018-11;P4_U00001-03
82;0000BF14;5;1;2018-11-27 17:21:42;577;0;BS successfully configured calibrated and tested;5bfd7157956c45665f384986;2018-48;2018-11;P4_U00001-03
83;0000C048;9;1;2018-12-11 15:36:41;728;0;BS successfully configured calibrated and tested;5c0fce51956c45665f3870ff;2018-50;2018-12;P4_U00001-03
84;0000BFE4;10;1;2018-12-11 15:59:30;811;0;BS successfully configured calibrated and tested;5c0fd3fd956c45665f38713c;2018-50;2018-12;P4_U00001-03
85;0000C00B;11;1;2018-12-11 16:07:45;694;0;BS successfully configured calibrated and tested;5c0fd577956c45665f387152;2018-50;2018-12;P4_U00001-03
86;0000BFFF;12;1;2018-12-11 16:01:28;727;0;BS successfully configured calibrated and tested;5c0fd420956c45665f387141;2018-50;2018-12;P4_U00001-03
87;0000BFE5;12;1;2018-12-11 16:15:31;729;0;BS successfully configured calibrated and tested;5c0fd76d956c45665f38716a;2018-50;2018-12;P4_U00001-03
88;0000BFAD;9;1;2018-12-11 16:59:46;813;0;BS successfully configured calibrated and tested;5c0fe220956c45665f3871dc;2018-50;2018-12;P4_U00001-03
89;0000C046;10;1;2018-12-11 16:38:12;724;0;BS successfully configured calibrated and tested;5c0fdcb8956c45665f3871a4;2018-50;2018-12;P4_U00001-03
90;0000BFAE;12;1;2018-12-11 17:00:14;724;0;BS successfully configured calibrated and tested;5c0fe1e2956c45665f3871d1;2018-50;2018-12;P4_U00001-03
91;0000BFE9;11;1;2018-12-11 17:13:15;747;0;BS successfully configured calibrated and tested;5c0fe506956c45665f3871fa;2018-50;2018-12;P4_U00001-03
92;0000C032;9;1;2018-12-11 17:26:49;820;0;BS successfully configured calibrated and tested;5c0fe87d956c45665f387229;2018-50;2018-12;P4_U00001-03
93;0000C004;11;1;2018-12-11 17:57:48;792;0;BS successfully configured calibrated and tested;5c0fefa4956c45665f387283;2018-50;2018-12;P4_U00001-03
94;0000C067;9;1;2018-12-11 18:07:00;801;0;BS successfully configured calibrated and tested;5c0ff1d5956c45665f387293;2018-50;2018-12;P4_U00001-03
95;0000BFFB;12;1;2018-12-11 18:36:36;738;0;BS successfully configured calibrated and tested;5c0ff886956c45665f3872c8;2018-50;2018-12;P4_U00001-03
96;0000C063;11;1;2018-12-11 18:37:32;741;0;BS successfully configured calibrated and tested;5c0ff8c1956c45665f3872d0;2018-50;2018-12;P4_U00001-03
97;0000C04A;11;1;2018-12-11 18:54:44;733;0;BS successfully configured calibrated and tested;5c0ffcc1956c45665f387303;2018-50;2018-12;P4_U00001-03
98;0000BFF5;10;1;2018-12-11 17:12:24;752;0;BS successfully configured calibrated and tested;5c0fe4d9956c45665f3871f5;2018-50;2018-12;P4_U00001-03
99;0000BFBF;11;1;2018-12-11 17:28:10;814;0;BS successfully configured calibrated and tested;5c0fe8c8956c45665f38722e;2018-50;2018-12;P4_U00001-03
100;0000BFB8;9;1;2018-12-11 17:51:26;819;0;BS successfully configured calibrated and tested;5c0fee42956c45665f38726f;2018-50;2018-12;P4_U00001-03
101;0000C01A;10;1;2018-12-11 18:36:58;744;0;BS successfully configured calibrated and tested;5c0ff8a3956c45665f3872cd;2018-50;2018-12;P4_U00001-03
102;0000BFFC;12;1;2018-12-11 18:54:46;379;201;TxPowLevel Verif, poutDeltaMin fail at 905200000 Hz;5c0ffb62956c45665f3872f8;2018-50;2018-12;P4_U00001-03
103;0000C012;10;1;2018-12-11 19:10:07;725;0;BS successfully configured calibrated and tested;5c100054956c45665f38733c;2018-50;2018-12;P4_U00001-03
104;0000C019;12;1;2018-12-11 19:24:41;723;0;BS successfully configured calibrated and tested;5c1003bd956c45665f387360;2018-50;2018-12;P4_U00001-03
105;0000C049;12;1;2018-12-11 19:37:31;748;0;BS successfully configured calibrated and tested;5c1006d8956c45665f38738b;2018-50;2018-12;P4_U00001-03
106;0000C06B;12;1;2018-12-11 19:10:53;546;0;BS successfully configured calibrated and tested;5c0fffd0956c45665f38732e;2018-50;2018-12;P4_U00001-03
107;0000C009;10;1;2018-12-11 19:37:55;721;0;BS successfully configured calibrated and tested;5c1006d4956c45665f387388;2018-50;2018-12;P4_U00001-03
108;0000C00D;12;1;2018-12-11 19:51:18;356;205;TxPowLevel Verif, very low signal received ! at 869525000 Hz;5c10088b956c45665f3873ab;2018-50;2018-12;P4_U00001-03
109;0000C00D;12;1;2018-12-11 20:00:51;572;0;BS successfully configured calibrated and tested;5c100ba0956c45665f3873d2;2018-50;2018-12;P4_U00001-03
110;0000C034;10;1;2018-12-11 20:29:20;394;201;TxPowLevel Verif, poutDeltaMin fail at 905200000 Hz;5c10119a956c45665f38740d;2018-50;2018-12;P4_U00001-03
111;0000C02A;9;1;2018-12-11 19:42:25;821;0;BS successfully configured calibrated and tested;5c100846956c45665f3873a6;2018-50;2018-12;P4_U00001-03
112;0000C00C;9;1;2018-12-11 19:59:45;744;0;BS successfully configured calibrated and tested;5c100c09956c45665f3873d7;2018-50;2018-12;P4_U00001-03
113;0000C034;10;1;2018-12-11 20:36:25;177;201;TxPowLevel Verif, poutDeltaMin fail at 905200000 Hz;5c10126b956c45665f387416;2018-50;2018-12;P4_U00001-03
114;0000BFCA;12;1;2018-12-11 20:29:11;827;0;BS successfully configured calibrated and tested;5c101342956c45665f38742a;2018-50;2018-12;P4_U00001-03
115;0000C034;10;1;2018-12-11 20:43:55;632;0;BS successfully configured calibrated and tested;5c1015f4956c45665f387440;2018-50;2018-12;P4_U00001-03
116;0000C007;9;1;2018-12-11 21:10:42;733;0;BS successfully configured calibrated and tested;5c101c9f956c45665f38749a;2018-50;2018-12;P4_U00001-03
117;0000C045;12;1;2018-12-11 21:10:51;749;0;BS successfully configured calibrated and tested;5c101cb9956c45665f38749f;2018-50;2018-12;P4_U00001-03
118;0000C044;10;1;2018-12-11 21:11:27;727;0;BS successfully configured calibrated and tested;5c101cc7956c45665f3874a2;2018-50;2018-12;P4_U00001-03
119;0000C068;11;1;2018-12-11 21:11:40;825;0;BS successfully configured calibrated and tested;5c101d36956c45665f3874b1;2018-50;2018-12;P4_U00001-03
120;0000BFF0;9;1;2018-12-11 21:23:39;721;0;BS successfully configured calibrated and tested;5c101f9d956c45665f3874c7;2018-50;2018-12;P4_U00001-03
121;0000BFA3;12;1;2018-12-11 21:24:07;747;0;BS successfully configured calibrated and tested;5c101fd3956c45665f3874cc;2018-50;2018-12;P4_U00001-03
122;0000BFF7;10;1;2018-12-11 21:24:31;819;0;BS successfully configured calibrated and tested;5c102033956c45665f3874d5;2018-50;2018-12;P4_U00001-03
123;0000C042;11;1;2018-12-11 21:27:35;729;0;BS successfully configured calibrated and tested;5c102090956c45665f3874da;2018-50;2018-12;P4_U00001-03
124;0000C024;9;1;2018-12-11 21:36:17;806;0;BS successfully configured calibrated and tested;5c1022e8956c45665f3874f6;2018-50;2018-12;P4_U00001-03
125;0000BFAC;10;1;2018-12-11 21:42:17;746;0;BS successfully configured calibrated and tested;5c102414956c45665f387500;2018-50;2018-12;P4_U00001-03
126;0000C038;11;1;2018-12-11 21:42:30;816;0;BS successfully configured calibrated and tested;5c102466956c45665f387505;2018-50;2018-12;P4_U00001-03
127;0000C05B;12;1;2018-12-11 21:43:38;756;0;BS successfully configured calibrated and tested;5c10246e956c45665f387508;2018-50;2018-12;P4_U00001-03
128;0000BF5D;1;1;2018-11-12 17:24:43;251;204;TxPowLevel Verif, ANT2_low Fail! at 866300000 Hz;5be9aa47956c457306aae89b;2018-46;2018-11;P4_U00001-01
129;0000BF86;2;1;2018-11-12 18:05:37;115;955;System Error: Failed to read board's qr code;5be9b355956c457306aae8f4;2018-46;2018-11;P4_U00001-01
130;0000BF86;2;1;2018-11-12 18:09:07;286;204;TxPowLevel Verif, ANT2_low Fail! at 866300000 Hz;5be9b4d1956c457306aae902;2018-46;2018-11;P4_U00001-01
131;0000BF58;3;1;2018-11-12 18:17:16;443;204;TxPowLevel Verif, ANT2_low Fail! at 866300000 Hz;5be9b758956c457306aae921;2018-46;2018-11;P4_U00001-01
132;0000BF58;4;1;2018-11-12 18:33:24;638;0;BS successfully configured calibrated and tested;5be9bbe3956c457306aae953;2018-46;2018-11;P4_U00001-02
133;0000BF86;2;1;2018-11-12 18:56:24;117;955;System Error: Failed to read board's qr code;5be9bf3e956c457306aae97e;2018-46;2018-11;P4_U00001-02
134;0000BF5D;3;1;2018-11-12 19:02:51;663;0;BS successfully configured calibrated and tested;5be9c2e3956c457306aae9a7;2018-46;2018-11;P4_U00001-02
135;0000BF79;1;1;2018-11-14 15:49:23;827;0;BS successfully configured calibrated and tested;5bec392f956c45665f3839ed;2018-46;2018-11;P4_U00001-02
136;0000BF74;4;1;2018-11-14 16:05:45;801;0;BS successfully configured calibrated and tested;5bec3cea956c45665f383a22;2018-46;2018-11;P4_U00001-02
137;0000BF6E;2;1;2018-11-14 16:12:38;479;702;RX IQ imbalance verification issue at 868130000 Hz;5bec3d45956c45665f383a2d;2018-46;2018-11;P4_U00001-02
138;0000BF13;3;1;2018-11-14 16:18:53;300;955;System Error: Failed to read board's qr code;5bec3e09956c45665f383a34;2018-46;2018-11;P4_U00001-02
139;0000BF78;2;1;2018-11-14 16:26:50;707;0;BS successfully configured calibrated and tested;5bec417d956c45665f383a63;2018-46;2018-11;P4_U00001-02
140;0000BF6E;3;1;2018-11-14 16:38:06;117;955;System Error: Failed to read board's qr code;5bec41d3956c45665f383a6f;2018-46;2018-11;P4_U00001-02
141;0000BF6C;4;1;2018-11-14 17:27:02;668;0;BS successfully configured calibrated and tested;5bec4f73956c45665f383ac4;2018-46;2018-11;P4_U00001-02
142;0000BF28;8;1;2018-11-15 18:53:32;858;0;BS successfully configured calibrated and tested;5bedb5f7956c45665f383e8e;2018-46;2018-11;P4_U00001-02
143;0000BF3D;6;1;2018-11-15 19:04:57;856;0;BS successfully configured calibrated and tested;5bedb8a1956c45665f383eb7;2018-46;2018-11;P4_U00001-02
144;0000BF51;8;1;2018-11-15 19:14:13;793;0;BS successfully configured calibrated and tested;5bedba8f956c45665f383ecd;2018-46;2018-11;P4_U00001-02
145;0000BF67;8;1;2018-11-15 19:31:06;797;0;BS successfully configured calibrated and tested;5bedbe87956c45665f383efe;2018-46;2018-11;P4_U00001-02
146;0000BF3E;6;1;2018-11-15 20:05:49;826;0;BS successfully configured calibrated and tested;5bedc6c8956c45665f383f47;2018-46;2018-11;P4_U00001-02
147;0000BF2E;7;1;2018-11-15 20:28:26;856;0;BS successfully configured calibrated and tested;5bedcc33956c45665f383f82;2018-46;2018-11;P4_U00001-02
148;0000BF15;7;1;2018-11-15 20:54:30;457;702;RX IQ imbalance verification issue at 868130000 Hz;5bedd0c0956c45665f383fbd;2018-46;2018-11;P4_U00001-02
149;0000BF15;8;1;2018-11-15 21:24:08;503;702;RX IQ imbalance verification issue at 868130000 Hz;5bedd7e0956c45665f384002;2018-46;2018-11;P4_U00001-02
150;0000BF42;8;1;2018-11-15 21:33:23;824;0;BS successfully configured calibrated and tested;5beddb4c956c45665f38402f;2018-46;2018-11;P4_U00001-02
151;0000BF5B;3;1;2018-11-12 17:48:19;671;702;RX IQ imbalance verification issue at 868130000 Hz;5be9b173956c457306aae8de;2018-46;2018-11;P4_U00001-01
152;0000BF37;3;1;2018-11-12 18:06:10;463;204;TxPowLevel Verif, ANT2_low Fail! at 866300000 Hz;5be9b4d2956c457306aae905;2018-46;2018-11;P4_U00001-01
153;0000BF37;4;1;2018-11-12 18:44:38;116;955;System Error: Failed to read board's qr code;5be9bc7a956c457306aae95c;2018-46;2018-11;P4_U00001-02
154;0000BF3B;2;1;2018-11-12 18:42:31;292;955;System Error: Failed to read board's qr code;5be9bcab956c457306aae962;2018-46;2018-11;P4_U00001-02
155;0000BF86;2;1;2018-11-12 18:58:59;644;0;BS successfully configured calibrated and tested;5be9c1e7956c457306aae999;2018-46;2018-11;P4_U00001-02
156;0000BF5B;4;1;2018-11-12 19:14:38;496;702;RX IQ imbalance verification issue at 868130000 Hz;5be9c4ff956c457306aae9c0;2018-46;2018-11;P4_U00001-02
157;0000BF73;3;1;2018-11-14 15:49:32;797;0;BS successfully configured calibrated and tested;5bec3919956c45665f3839ea;2018-46;2018-11;P4_U00001-02
158;0000BF45;3;1;2018-11-14 16:05:43;720;0;BS successfully configured calibrated and tested;5bec3c97956c45665f383a19;2018-46;2018-11;P4_U00001-02
159;0000BF13;3;1;2018-11-14 16:25:22;557;0;BS successfully configured calibrated and tested;5bec4090956c45665f383a53;2018-46;2018-11;P4_U00001-02
160;0000BF3F;1;1;2018-11-14 16:37:53;793;0;BS successfully configured calibrated and tested;5bec446a956c45665f383a7c;2018-46;2018-11;P4_U00001-02
161;0000BF7A;2;1;2018-11-14 17:18:16;801;0;BS successfully configured calibrated and tested;5bec4de9956c45665f383ab8;2018-46;2018-11;P4_U00001-02
162;0000BF53;8;1;2018-11-23 10:49:37;592;0;BS successfully configured calibrated and tested;5bf7cf82956c45665f3844b2;2018-47;2018-11;P4_U00001-02
163;0000BF4F;5;1;2018-11-23 10:50:46;819;0;BS successfully configured calibrated and tested;5bf7d0aa956c45665f3844cd;2018-47;2018-11;P4_U00001-02
164;0000BF36;5;1;2018-11-23 11:05:41;719;0;BS successfully configured calibrated and tested;5bf7d3c5956c45665f3844f8;2018-47;2018-11;P4_U00001-02
165;0000BF19;5;1;2018-11-23 11:18:50;854;0;BS successfully configured calibrated and tested;5bf7d761956c45665f38452f;2018-47;2018-11;P4_U00001-02
166;0000BF5E;4;1;2018-11-14 17:41:43;805;0;BS successfully configured calibrated and tested;5bec536c956c45665f383add;2018-46;2018-11;P4_U00001-02
167;0000BF4A;6;1;2018-11-23 11:32:48;339;205;TxPowLevel Verif, very low signal received ! at 869525000 Hz;5bf7d8a4956c45665f384545;2018-47;2018-11;P4_U00001-02
168;0000BF50;8;1;2018-11-23 11:33:44;738;0;BS successfully configured calibrated and tested;5bf7da6a956c45665f384564;2018-47;2018-11;P4_U00001-02
169;0000BF23;8;1;2018-11-23 11:47:51;646;702;RX IQ imbalance verification issue at 868130000 Hz;5bf7dd5e956c45665f384584;2018-47;2018-11;P4_U00001-02
170;0000BF2F;7;1;2018-11-23 12:15:16;369;205;TxPowLevel Verif, very low signal received ! at 869525000 Hz;5bf7e2b6956c45665f3845c5;2018-47;2018-11;P4_U00001-02
171;0000BF75;6;1;2018-11-23 12:28:04;727;0;BS successfully configured calibrated and tested;5bf7e71b956c45665f384600;2018-47;2018-11;P4_U00001-02
